STUDENT_ID,GENDER,AGE_1_YEAR,REGION,DEPARTMENT,GRADE_204111,GRADE_204222,GRADE_204333,GRADE_204444,GRADE_204555,GRADE_204666
3744,m,High,Northen,Electrical Engineering,Medium,High,Medium,High,High,High
3746,m,Low,Northen,Machanic Engineering,High,Medium,High,High,Medium,High
3748,m,Low,Northeastern,Environmental Engineering,High,Medium,High,Medium,High,High
3750,f,Medium,Northen,Machanic Engineering,Medium,Medium,High,High,High,High
3753,m,Low,Central,Electrical Engineering,High,High,High,High,Medium,Medium
3754,m,Low,Bangkok,Environmental Engineering,High,High,Medium,Medium,Medium,High
3756,m,Low,Northeastern,Electrical Engineering,Medium,High,High,High,Medium,High
3762,m,Low,Northen,Machanic Engineering,High,High,High,High,High,Medium
3764,m,Low,Central,Chemical Engineering,High,High,High,High,High,Medium
3765,m,Medium,Southern,Environmental Engineering,Medium,Medium,High,High,High,High
3766,m,High,Southern,Civil Engineering,High,High,High,High,High,Medium
3768,m,High,Central,Electrical Engineering,High,High,High,Medium,High,Medium
3770,m,Medium,Bangkok,Chemical Engineering,Medium,High,High,High,Medium,High
3772,f,Low,Northeastern,Civil Engineering,High,High,High,High,High,High
3773,m,High,Central,Environmental Engineering,High,High,High,High,High,High
3778,m,Low,Bangkok,Civil Engineering,Medium,High,High,High,High,High
3786,m,Low,Northeastern,Electrical Engineering,High,High,High,Medium,High,Medium
3790,m,Medium,Bangkok,Electrical Engineering,Medium,Medium,High,High,Medium,High
3796,m,Low,Central,Machanic Engineering,High,Medium,High,High,Medium,High
3798,m,Low,Northeastern,Environmental Engineering,High,High,Medium,High,Medium,High
3800,m,Medium,Northen,Environmental Engineering,High,High,High,High,High,High
3801,m,High,Southern,Environmental Engineering,Medium,Medium,High,High,High,High
3804,m,Low,Bangkok,Environmental Engineering,High,High,High,High,High,High
3805,m,Medium,Central,Chemical Engineering,High,High,Medium,High,High,High
3806,m,Low,Northeastern,Civil Engineering,Medium,High,High,High,High,Medium
3808,m,High,Northeastern,Chemical Engineering,High,High,High,High,High,Medium
3809,f,Medium,Central,Environmental Engineering,High,High,High,High,High,High
3810,f,Medium,Northeastern,Electrical Engineering,Medium,Medium,High,High,High,High
3812,m,Low,Central,Electrical Engineering,High,High,High,High,High,High
3814,f,Low,Northen,Electrical Engineering,High,High,High,High,High,Medium
3816,m,High,Southern,Civil Engineering,High,High,High,Medium,High,High
3822,m,High,Northeastern,Civil Engineering,High,Medium,High,High,High,High
3826,m,Low,Northen,Computer Engineering,Medium,High,High,High,High,High
3828,m,Low,Bangkok,Environmental Engineering,High,High,High,High,High,High
3830,m,Medium,Northen,Computer Engineering,High,High,High,High,High,High
3832,f,High,Central,Chemical Engineering,High,High,High,High,Medium,Medium
3834,m,Low,Northen,Electrical Engineering,High,High,High,High,High,High
3835,m,Medium,Southern,Environmental Engineering,High,High,High,High,High,High
3836,m,High,Northeastern,Environmental Engineering,Medium,High,High,High,High,High
3844,f,Low,Southern,Chemical Engineering,High,Medium,High,Medium,High,High
3846,m,Low,Northeastern,Electrical Engineering,High,High,Medium,High,High,High
3850,m,Medium,Bangkok,Electrical Engineering,High,High,High,High,High,High
3852,m,Low,Central,Chemical Engineering,High,High,High,High,High,High
3854,f,Low,Central,Computer Engineering,High,High,High,Medium,High,High
3856,m,High,Northeastern,Electrical Engineering,High,High,High,Medium,High,Medium
3858,m,Low,Southern,Electrical Engineering,Medium,High,Medium,High,High,High
3860,m,Medium,Northeastern,Electrical Engineering,High,High,High,High,High,High
3865,f,Medium,Southern,Electrical Engineering,High,High,High,High,High,Medium
3866,m,Low,Southern,Environmental Engineering,Medium,High,High,High,High,High
3868,m,Low,Central,Electrical Engineering,High,High,High,High,Medium,Medium
3869,f,Medium,Southern,Electrical Engineering,High,High,High,High,High,Medium
3870,m,Medium,Southern,Environmental Engineering,Medium,Medium,Medium,High,High,Medium
3874,f,Low,Northen,Electrical Engineering,High,High,High,High,High,High
3876,m,Low,Northen,Chemical Engineering,High,Medium,High,Medium,Medium,Medium
3877,f,Medium,Central,Chemical Engineering,Medium,Medium,High,High,Medium,Medium
3883,m,Medium,Central,Electrical Engineering,High,High,High,Medium,High,Medium
3884,m,Low,Northen,Civil Engineering,Medium,High,High,High,Medium,Medium
3886,m,Low,Central,Machanic Engineering,High,High,High,High,High,High
3888,f,High,Northen,Chemical Engineering,High,High,High,High,High,High
3889,f,Medium,Central,Civil Engineering,High,High,High,Medium,Medium,High
3890,m,Medium,Central,Machanic Engineering,Medium,High,High,High,High,High
3894,m,Low,Bangkok,Environmental Engineering,High,High,Medium,High,High,High
3898,m,Low,Central,Electrical Engineering,High,High,High,Medium,High,Medium
3904,m,High,Bangkok,Environmental Engineering,High,High,Medium,Medium,High,High
3906,m,High,Southern,Civil Engineering,High,High,High,High,High,Medium
3907,m,Medium,Southern,Environmental Engineering,High,Medium,High,High,Medium,High
3908,m,Low,Northeastern,Machanic Engineering,High,High,Medium,High,High,High
3910,m,Medium,Central,Chemical Engineering,Medium,Medium,High,High,High,High
3912,m,High,Bangkok,Electrical Engineering,High,High,High,High,High,High
3914,m,Low,Bangkok,Machanic Engineering,High,Medium,High,High,Medium,Medium
3916,m,Low,Northen,Environmental Engineering,Medium,High,Medium,High,High,High
3918,m,Low,Bangkok,Civil Engineering,High,High,High,High,Medium,Medium
3919,m,Medium,Southern,Chemical Engineering,High,Medium,Medium,High,High,High
3920,f,Medium,Northeastern,Electrical Engineering,High,High,High,High,High,Medium
3926,m,Low,Bangkok,Electrical Engineering,High,Medium,Medium,High,High,High
3928,m,High,Bangkok,Civil Engineering,High,High,Medium,High,Medium,High
3929,m,Medium,Southern,Electrical Engineering,High,High,High,High,High,High
3930,m,Medium,Bangkok,Electrical Engineering,Medium,Medium,High,High,Medium,High
3931,m,Medium,Southern,Environmental Engineering,High,High,High,High,High,Medium
3932,f,Low,Northeastern,Chemical Engineering,High,High,Medium,Medium,High,High
3936,m,High,Northeastern,Electrical Engineering,High,High,High,Medium,High,Medium
3937,m,Medium,Southern,Electrical Engineering,Medium,Medium,Medium,High,High,High
3942,m,Low,Bangkok,Electrical Engineering,High,High,High,High,High,High
3943,f,Medium,Central,Electrical Engineering,High,High,High,Medium,High,High
3945,m,Medium,Central,Chemical Engineering,High,High,High,Medium,High,High
3946,m,Low,Southern,Civil Engineering,High,High,Medium,High,High,High
3950,m,Medium,Southern,Electrical Engineering,Medium,High,Medium,High,High,Medium
3952,m,High,Northen,Machanic Engineering,High,High,Medium,High,High,High
3954,f,Low,Northen,Electrical Engineering,High,High,High,High,High,High
3956,m,Low,Central,Chemical Engineering,High,High,High,High,Medium,High
3957,m,Medium,Southern,Computer Engineering,Medium,High,High,High,High,High
3958,m,Low,Central,Electrical Engineering,High,High,High,High,High,High
3962,m,High,Bangkok,Civil Engineering,High,High,High,High,High,High
3966,m,Low,Northen,Computer Engineering,High,High,High,High,High,Medium
3970,m,Medium,Southern,Electrical Engineering,Medium,Medium,High,High,High,High
3974,m,Low,Northen,Civil Engineering,High,High,Medium,Medium,High,High
3975,m,Medium,Southern,Environmental Engineering,High,High,Medium,High,High,High
3976,f,High,Northen,Chemical Engineering,Medium,High,High,High,High,High
3978,m,Low,Northen,Chemical Engineering,High,High,High,High,Medium,Medium
3980,m,Medium,Bangkok,Chemical Engineering,High,High,High,Medium,High,High
3984,m,High,Central,Environmental Engineering,Medium,High,High,High,Medium,High
3986,m,Low,Bangkok,Electrical Engineering,High,Medium,High,High,High,High
3988,f,Low,Northeastern,Chemical Engineering,High,Medium,Medium,Medium,Medium,High
3990,m,Medium,Bangkok,Electrical Engineering,Medium,Medium,High,High,Medium,High
3995,m,Medium,Central,Machanic Engineering,High,High,High,Medium,High,Medium
3996,m,Low,Northen,Chemical Engineering,High,High,High,Medium,High,Medium
4004,m,High,Northen,Civil Engineering,High,High,Medium,High,Medium,Medium
4005,m,Medium,Southern,Electrical Engineering,High,Medium,High,High,High,High
4006,m,Low,Northen,Environmental Engineering,High,High,Medium,Medium,Medium,High
4008,m,High,Southern,Machanic Engineering,Medium,High,High,High,High,High
4010,f,Medium,Northen,Environmental Engineering,High,High,High,High,Medium,High
4011,m,High,Southern,Environmental Engineering,High,Medium,Medium,High,Medium,High
4012,m,Low,Central,Chemical Engineering,High,Medium,High,Medium,High,High
4014,m,Low,Northeastern,Machanic Engineering,Medium,High,Medium,High,High,High
4015,m,Medium,Central,Chemical Engineering,High,High,High,Medium,Medium,High
4018,m,High,Bangkok,Civil Engineering,High,High,High,Medium,High,High
4026,m,Low,Central,Machanic Engineering,Medium,High,High,High,High,High
4030,m,Medium,Northen,Machanic Engineering,High,High,High,Medium,Medium,High
4032,f,High,Southern,Chemical Engineering,High,High,High,Medium,High,High
4034,m,Low,Central,Environmental Engineering,Medium,High,High,High,High,Medium
4036,f,Low,Northeastern,Electrical Engineering,High,Medium,High,High,High,High
4037,m,Medium,Central,Electrical Engineering,High,High,High,Medium,Medium,High
4038,m,Low,Central,Electrical Engineering,High,High,High,Medium,High,High
4040,m,Medium,Northen,Chemical Engineering,Medium,High,High,High,High,High
4044,m,Low,Bangkok,Chemical Engineering,High,Medium,High,High,Medium,High
4045,m,Medium,Southern,Environmental Engineering,High,Medium,High,High,High,High
4046,m,High,Northeastern,Environmental Engineering,High,High,High,High,High,High
4048,m,High,Central,Electrical Engineering,High,High,High,High,High,High
4049,m,Medium,Central,Electrical Engineering,High,High,High,Medium,High,Medium
4050,m,Medium,Central,Chemical Engineering,High,High,High,High,High,High
4052,m,Low,Bangkok,Civil Engineering,Medium,High,Medium,High,Medium,High
4055,m,Medium,Southern,Electrical Engineering,High,High,High,High,High,Medium
4056,m,High,Bangkok,Chemical Engineering,High,High,Medium,High,High,High
4070,m,Medium,Northeastern,Electrical Engineering,High,High,High,High,High,High
4072,m,High,Southern,Environmental Engineering,High,High,Medium,Medium,High,High
4075,m,Medium,Southern,Electrical Engineering,Medium,Medium,High,High,High,High
4076,m,Low,Northen,Electrical Engineering,High,High,High,High,High,High
4078,m,Low,Northeastern,Computer Engineering,High,High,High,High,High,High
4081,m,High,Southern,Civil Engineering,Medium,Medium,High,High,High,Medium
4084,m,Low,Bangkok,Environmental Engineering,High,Medium,Medium,High,High,High
4086,m,Low,Northeastern,Electrical Engineering,High,High,High,High,High,High
4087,m,Medium,Central,Chemical Engineering,High,High,High,Medium,Medium,High
4090,m,Medium,Northeastern,Electrical Engineering,High,High,Medium,Medium,High,Medium
4092,m,Low,Bangkok,Electrical Engineering,High,Medium,High,Medium,High,Medium
4093,m,Medium,Central,Electrical Engineering,Medium,Medium,High,High,High,High
4094,m,Low,Southern,Electrical Engineering,High,Medium,Medium,High,High,High
4096,m,High,Southern,Environmental Engineering,High,High,Medium,High,Medium,High
4097,m,Medium,Central,Electrical Engineering,High,High,High,High,High,High
4098,m,Low,Central,Electrical Engineering,Medium,High,Medium,High,High,High
4099,m,Medium,Central,Civil Engineering,High,High,High,High,High,Medium
4101,m,Medium,Central,Machanic Engineering,High,High,Medium,High,High,High
4102,m,High,Northeastern,Civil Engineering,High,High,High,Medium,High,High
4106,m,Low,Southern,Computer Engineering,High,Medium,High,High,Medium,High
4108,f,Low,Bangkok,Civil Engineering,High,High,High,High,High,High
4110,m,Medium,Southern,Electrical Engineering,High,High,Medium,High,Medium,Medium
4114,m,Low,Central,Environmental Engineering,High,High,High,High,Medium,Medium
4117,f,Medium,Southern,Environmental Engineering,High,Medium,Medium,High,High,High
4118,m,Low,Bangkok,Environmental Engineering,High,Medium,Medium,High,High,High
4122,m,Low,Southern,Computer Engineering,High,High,High,High,High,Medium
4124,m,Low,Northeastern,Chemical Engineering,High,High,High,High,Medium,High
4126,f,Low,Northeastern,Electrical Engineering,Medium,High,Medium,High,High,High
4128,m,High,Northeastern,Environmental Engineering,High,High,High,High,High,Medium
4129,f,Medium,Southern,Chemical Engineering,High,Medium,High,High,Medium,High
4130,m,Medium,Northeastern,Electrical Engineering,High,High,Medium,High,High,Medium
4132,m,Low,Northen,Electrical Engineering,High,Medium,High,High,Medium,High
4138,m,Low,Southern,Electrical Engineering,High,High,High,Medium,High,Medium
4146,m,Low,Northen,Environmental Engineering,High,High,Medium,Medium,Medium,High
4147,m,Medium,Southern,Electrical Engineering,Medium,Medium,High,High,High,High
4148,m,Low,Northen,Electrical Engineering,High,High,High,High,High,High
4150,m,Medium,Southern,Environmental Engineering,High,Medium,High,High,High,High
4152,m,High,Northeastern,Civil Engineering,Medium,High,High,High,Medium,High
4153,m,Medium,Central,Electrical Engineering,High,High,High,High,High,High
4154,m,Low,Southern,Electrical Engineering,High,High,High,Medium,Medium,Medium
4155,m,Medium,Central,Chemical Engineering,High,High,High,High,Medium,High
4156,m,Low,Northen,Chemical Engineering,Medium,High,High,High,High,High
4158,m,High,Bangkok,Environmental Engineering,High,High,Medium,High,High,High
4160,f,Medium,Southern,Electrical Engineering,High,High,High,Medium,Medium,High
4161,m,Medium,Southern,Civil Engineering,High,High,High,Medium,High,High
4166,m,Low,Northen,Machanic Engineering,High,Medium,Medium,High,Medium,High
4168,m,High,Northen,Chemical Engineering,High,High,Medium,Medium,Medium,High
4170,m,Medium,Northen,Machanic Engineering,Medium,Medium,High,High,High,High
4173,m,Medium,Central,Electrical Engineering,High,High,High,High,High,High
4174,m,Low,Bangkok,Environmental Engineering,High,High,High,High,High,High
4185,m,Medium,Southern,Environmental Engineering,High,High,High,Medium,Medium,Medium
4186,m,High,Southern,Civil Engineering,High,Medium,High,High,High,High
4188,m,Low,Southern,Machanic Engineering,Medium,High,High,High,High,High
4190,m,Medium,Bangkok,Chemical Engineering,High,High,Medium,High,High,Medium
4192,m,High,Bangkok,Electrical Engineering,High,High,High,High,High,High
4196,m,Low,Southern,Environmental Engineering,High,High,High,High,High,High
4198,m,Low,Bangkok,Civil Engineering,Medium,High,High,High,High,High
4204,f,Low,Northen,Electrical Engineering,High,High,High,High,Medium,Medium
4206,m,Low,Northeastern,Electrical Engineering,Medium,High,High,High,High,High
4210,m,Medium,Bangkok,Electrical Engineering,High,Medium,High,High,Medium,High
4212,m,Low,Bangkok,Electrical Engineering,High,High,High,Medium,High,High
4214,f,High,Northen,Civil Engineering,Medium,High,Medium,High,Medium,High
4215,f,Medium,Southern,Electrical Engineering,High,High,Medium,Medium,High,High
4216,m,High,Northeastern,Electrical Engineering,High,High,High,High,High,Medium
4220,m,Medium,Northen,Environmental Engineering,High,High,High,High,High,High
4221,m,High,Southern,Environmental Engineering,Medium,Medium,High,High,High,Medium
4224,m,High,Southern,Chemical Engineering,High,High,High,High,High,High
4225,m,Medium,Central,Chemical Engineering,High,High,High,High,High,High
4226,f,Low,Northeastern,Civil Engineering,Medium,High,High,High,High,High
4229,m,Medium,Central,Environmental Engineering,High,High,Medium,Medium,High,High
4230,m,Medium,Northeastern,Electrical Engineering,High,High,High,High,High,High
4234,f,Low,Northen,Electrical Engineering,Medium,High,High,High,High,High
4236,m,Low,Bangkok,Chemical Engineering,High,Medium,High,High,High,Medium
4238,m,Low,Northen,Electrical Engineering,High,High,High,Medium,Medium,High
4242,m,High,Northeastern,Civil Engineering,Medium,Medium,Medium,High,High,High
4244,m,Low,Bangkok,Machanic Engineering,High,High,High,High,High,High
4246,m,Low,Northen,Computer Engineering,High,High,High,High,High,High
4248,m,High,Central,Electrical Engineering,Medium,High,Medium,High,High,High
4250,m,Medium,Northen,Computer Engineering,High,High,High,High,High,High
4252,m,Low,Southern,Environmental Engineering,High,Medium,High,Medium,High,High
4255,m,Medium,Southern,Environmental Engineering,Medium,Medium,High,High,Medium,High
4258,m,Low,Northeastern,Environmental Engineering,High,High,Medium,High,High,High
4266,m,Low,Central,Electrical Engineering,High,High,High,High,High,Medium
4272,m,High,Bangkok,Electrical Engineering,Medium,High,High,High,High,High
4278,m,Low,Southern,Electrical Engineering,High,High,Medium,High,High,High
4280,m,Medium,Northeastern,Electrical Engineering,High,High,High,Medium,High,Medium
4285,f,Medium,Southern,Electrical Engineering,Medium,Medium,High,High,High,High
4286,m,Low,Southern,Environmental Engineering,High,Medium,High,High,High,High
4288,f,High,Southern,Machanic Engineering,High,High,High,Medium,High,Medium
4289,m,Medium,Southern,Electrical Engineering,Medium,High,Medium,High,Medium,High
4290,m,Medium,Southern,Environmental Engineering,High,High,Medium,Medium,High,Medium
4291,m,High,Southern,Civil Engineering,High,Medium,High,High,Medium,High
4292,m,Low,Northen,Chemical Engineering,High,High,High,High,Medium,High
4296,m,High,Northen,Environmental Engineering,Medium,High,High,High,Medium,Medium
4297,m,Medium,Central,Chemical Engineering,High,High,High,High,High,Medium
4302,m,Low,Southern,Environmental Engineering,Medium,High,High,High,Medium,High
4303,m,Medium,Central,Electrical Engineering,High,High,Medium,High,High,High
4306,f,Low,Central,Machanic Engineering,High,High,High,Medium,High,High
4308,m,Low,Northeastern,Environmental Engineering,High,Medium,Medium,High,High,High
4309,f,Medium,Central,Civil Engineering,High,Medium,High,High,High,High
4310,f,Medium,Central,Machanic Engineering,High,High,Medium,High,High,Medium
4312,m,High,Southern,Chemical Engineering,High,High,High,High,High,High
4314,m,Low,Bangkok,Environmental Engineering,High,High,Medium,High,High,High
4316,m,Low,Bangkok,Electrical Engineering,High,High,High,High,High,Medium
4317,m,Medium,Central,Chemical Engineering,Medium,High,Medium,High,High,High
4318,m,Low,Central,Electrical Engineering,High,High,Medium,High,High,High
4326,m,High,Southern,Civil Engineering,High,Medium,High,High,High,High
4327,m,Medium,Southern,Environmental Engineering,High,High,High,Medium,High,High
4330,m,Medium,Central,Chemical Engineering,High,High,Medium,Medium,High,Medium
4332,f,Low,Northeastern,Civil Engineering,High,Medium,High,Medium,High,High
4334,m,Low,Bangkok,Machanic Engineering,Medium,High,High,High,High,High
4336,m,High,Bangkok,Chemical Engineering,High,High,High,High,Medium,High
4338,m,Low,Central,Electrical Engineering,High,High,High,High,High,Medium
4339,m,Medium,Southern,Chemical Engineering,High,High,Medium,Medium,Medium,High
4340,m,Medium,Northeastern,Electrical Engineering,Medium,High,High,High,High,High
4346,m,Low,Bangkok,Electrical Engineering,High,High,High,Medium,Medium,High
4348,m,Low,Northen,Chemical Engineering,High,Medium,High,Medium,High,High
4350,m,Medium,Bangkok,Electrical Engineering,Medium,Medium,High,High,Medium,High
4351,m,Medium,Southern,Environmental Engineering,High,High,High,High,High,Medium
4353,m,Medium,Southern,Machanic Engineering,High,High,Medium,Medium,Medium,High
4356,m,Low,Bangkok,Chemical Engineering,Medium,High,High,High,Medium,High
4357,m,Medium,Southern,Electrical Engineering,High,High,High,High,High,High
4364,m,Low,Central,Environmental Engineering,High,High,High,High,High,High
4366,f,Low,Southern,Civil Engineering,Medium,High,High,High,High,High
4368,m,High,Northeastern,Chemical Engineering,High,High,High,High,High,High
4370,m,Medium,Southern,Electrical Engineering,High,High,High,High,Medium,High
4372,m,Low,Bangkok,Electrical Engineering,High,Medium,High,High,High,High
4377,m,Medium,Southern,Computer Engineering,High,High,High,Medium,Medium,Medium
4378,m,Low,Central,Electrical Engineering,Medium,High,Medium,High,High,High
4382,m,High,Bangkok,Civil Engineering,High,High,High,Medium,Medium,High
4386,m,Low,Northen,Computer Engineering,Medium,High,Medium,High,High,High
4390,m,Medium,Southern,Electrical Engineering,High,High,High,Medium,Medium,High
4392,f,High,Central,Chemical Engineering,High,High,High,Medium,Medium,High
4394,m,Low,Northen,Civil Engineering,Medium,High,High,High,High,High
4395,m,Medium,Southern,Environmental Engineering,High,High,High,Medium,High,Medium
4398,m,Low,Northeastern,Environmental Engineering,High,High,Medium,High,High,High
4400,m,Medium,Bangkok,Chemical Engineering,High,High,High,High,Medium,High
4404,m,Low,Southern,Chemical Engineering,High,Medium,High,High,High,Medium
4406,m,Low,Bangkok,Electrical Engineering,High,High,High,Medium,Medium,High
4408,m,High,Northeastern,Environmental Engineering,Medium,High,High,High,Medium,High
4410,f,Medium,Bangkok,Electrical Engineering,High,High,High,Medium,High,High
4412,m,Low,Southern,Machanic Engineering,High,High,Medium,Medium,High,High
4415,m,Medium,Central,Machanic Engineering,High,High,High,High,Medium,High
4416,m,High,Northeastern,Electrical Engineering,Medium,High,Medium,High,High,High
4425,m,Medium,Southern,Electrical Engineering,High,High,High,High,High,Medium
4426,m,Low,Northen,Environmental Engineering,Medium,High,High,High,High,High
4428,m,Low,Northeastern,Environmental Engineering,High,High,Medium,High,High,High
4430,m,Medium,Northen,Environmental Engineering,High,High,High,High,Medium,High
4431,m,High,Southern,Environmental Engineering,Medium,Medium,High,High,Medium,Medium
4432,m,High,Northeastern,Civil Engineering,High,High,High,High,High,High
4434,m,Low,Northen,Electrical Engineering,High,High,High,High,High,High
4435,m,Medium,Central,Chemical Engineering,High,High,Medium,High,Medium,High
4436,m,Low,Southern,Chemical Engineering,Medium,High,High,High,High,High
4437,m,Low,Southern,Computer Engineering,High,High,High,High,Medium,High
4438,m,High,Bangkok,Civil Engineering,High,Medium,High,High,High,High
4446,m,Low,Northeastern,Electrical Engineering,High,High,High,High,High,High
4450,m,Medium,Northen,Machanic Engineering,Medium,Medium,High,High,High,High
4454,m,Low,Central,Environmental Engineering,High,High,Medium,Medium,High,High
4456,m,High,Central,Electrical Engineering,High,High,High,Medium,High,High
4457,m,Medium,Central,Electrical Engineering,Medium,High,High,High,Medium,High
4458,m,Low,Central,Electrical Engineering,High,High,Medium,High,High,High
4460,m,Medium,Northen,Chemical Engineering,High,High,High,Medium,High,Medium
4464,m,High,Bangkok,Environmental Engineering,High,High,Medium,Medium,High,High
4465,m,Medium,Southern,Environmental Engineering,Medium,Medium,High,High,High,High
4466,f,High,Northeastern,Environmental Engineering,High,High,High,High,High,Medium
4468,m,Low,Southern,Machanic Engineering,High,Medium,Medium,Medium,Medium,High
4469,m,Medium,Central,Electrical Engineering,Medium,High,Medium,High,High,High
4470,m,Medium,Central,Chemical Engineering,High,High,Medium,Medium,High,Medium
4475,m,Medium,Southern,Electrical Engineering,High,High,High,High,High,High
4476,m,Low,Northen,Environmental Engineering,Medium,High,Medium,High,High,High
4482,m,Low,Central,Chemical Engineering,High,High,Medium,High,High,High
4486,m,Low,Northeastern,Electrical Engineering,High,High,High,Medium,High,Medium
4488,m,High,Bangkok,Civil Engineering,High,High,High,High,High,High
4490,m,Medium,Northeastern,Electrical Engineering,High,High,High,Medium,High,High
4492,m,Low,Southern,Chemical Engineering,Medium,High,High,High,High,High
4495,m,Medium,Southern,Electrical Engineering,High,High,Medium,Medium,High,High
4498,f,Low,Northeastern,Computer Engineering,High,High,High,Medium,High,High
4501,m,High,Southern,Civil Engineering,High,Medium,High,High,High,High
4504,m,High,Southern,Chemical Engineering,Medium,High,High,High,High,Medium
4506,m,Low,Southern,Civil Engineering,High,High,High,High,Medium,Medium
4507,m,Medium,Central,Chemical Engineering,High,Medium,Medium,High,High,High
4510,f,Medium,Northeastern,Electrical Engineering,High,High,High,High,High,High
4512,m,High,Northen,Machanic Engineering,High,High,Medium,High,High,High
4513,f,Medium,Central,Electrical Engineering,High,Medium,High,High,High,High
4514,m,Low,Southern,Electrical Engineering,High,Medium,High,High,High,High
4516,m,Low,Bangkok,Chemical Engineering,Medium,High,High,High,High,Medium
4517,m,Medium,Central,Electrical Engineering,High,High,High,High,High,High
4518,m,Low,Southern,Machanic Engineering,High,High,High,High,High,High
4519,m,Medium,Central,Civil Engineering,High,High,High,Medium,High,High
4520,m,Medium,Central,Machanic Engineering,Medium,High,High,High,High,High
4521,m,Medium,Central,Machanic Engineering,High,High,High,High,Medium,High
4522,f,High,Northeastern,Civil Engineering,High,Medium,High,High,High,High
4526,m,Low,Southern,Computer Engineering,Medium,High,High,High,High,High
4528,m,High,Central,Electrical Engineering,High,High,High,High,High,Medium
4530,m,Medium,Southern,Electrical Engineering,High,High,High,High,Medium,High
4532,m,Low,Northeastern,Environmental Engineering,Medium,High,High,High,Medium,Medium
4533,f,Medium,Central,Electrical Engineering,High,High,High,High,High,High
4534,m,Low,Central,Environmental Engineering,High,High,High,High,High,High
4536,m,High,Northen,Chemical Engineering,High,High,High,Medium,High,Medium
4537,f,Medium,Southern,Environmental Engineering,Medium,Medium,High,High,High,High
4538,m,Low,Bangkok,Environmental Engineering,High,Medium,High,High,High,Medium
4546,m,Low,Northeastern,Electrical Engineering,Medium,High,High,High,High,High
4548,m,Low,Northeastern,Chemical Engineering,High,Medium,High,High,Medium,High
4549,f,Medium,Southern,Chemical Engineering,High,Medium,Medium,High,Medium,High
4550,m,Medium,Northeastern,Electrical Engineering,High,High,High,High,High,High
4552,m,High,Bangkok,Electrical Engineering,High,High,Medium,High,High,High
4556,m,Low,Northeastern,Environmental Engineering,High,High,High,Medium,Medium,High
4558,m,Low,Southern,Electrical Engineering,High,High,High,Medium,High,High
4566,f,Low,Northen,Environmental Engineering,High,High,High,Medium,Medium,High
4567,m,Medium,Southern,Electrical Engineering,Medium,Medium,Medium,High,High,High
4570,m,Medium,Southern,Environmental Engineering,High,High,Medium,Medium,High,Medium
4572,m,Low,Bangkok,Electrical Engineering,High,High,High,Medium,High,Medium
4573,m,Medium,Central,Electrical Engineering,Medium,Medium,High,High,High,High
4574,m,Low,Southern,Electrical Engineering,High,Medium,Medium,High,High,High
4575,m,Medium,Central,Chemical Engineering,High,Medium,Medium,High,High,High
4576,m,High,Northen,Environmental Engineering,High,High,Medium,Medium,High,High
4578,m,High,Bangkok,Environmental Engineering,Medium,Medium,Medium,High,High,High
4580,m,Medium,Southern,Electrical Engineering,High,High,High,High,High,Medium
4584,m,High,Northen,Electrical Engineering,High,High,High,Medium,High,Medium
4586,m,Low,Northen,Machanic Engineering,Medium,High,Medium,High,High,High
4588,f,Low,Northeastern,Environmental Engineering,High,High,High,High,High,High
4590,m,Medium,Northen,Machanic Engineering,High,High,Medium,High,Medium,Medium
4593,m,Medium,Central,Electrical Engineering,High,High,High,High,High,High
4594,m,Low,Bangkok,Environmental Engineering,High,High,Medium,High,High,High
4596,m,Low,Northeastern,Electrical Engineering,High,Medium,High,Medium,High,Medium
4604,m,Low,Central,Chemical Engineering,High,High,High,High,High,High
4605,m,Medium,Southern,Environmental Engineering,High,Medium,Medium,High,High,High
4606,m,High,Southern,Civil Engineering,High,High,High,Medium,High,High
4608,m,High,Central,Electrical Engineering,High,High,Medium,High,High,High
4610,f,Medium,Bangkok,Chemical Engineering,High,High,High,Medium,Medium,High
4612,m,Low,Northeastern,Civil Engineering,High,Medium,High,Medium,High,High
4613,m,High,Central,Environmental Engineering,Medium,High,High,High,High,Medium
4617,m,Low,Southern,Environmental Engineering,High,High,High,High,High,High
4618,f,Low,Bangkok,Civil Engineering,High,High,High,Medium,Medium,High
4626,m,Low,Northen,Electrical Engineering,High,High,High,Medium,High,High
4630,f,Medium,Bangkok,Electrical Engineering,Medium,Medium,High,High,Medium,High
4634,m,High,Northen,Civil Engineering,High,High,Medium,High,High,High
4635,m,Medium,Southern,Electrical Engineering,High,Medium,High,High,High,Medium
4636,m,Low,Central,Machanic Engineering,High,Medium,High,Medium,Medium,Medium
4638,m,Low,Northeastern,Computer Engineering,Medium,High,High,High,High,High
4640,m,Medium,Northen,Environmental Engineering,High,High,High,High,High,Medium
4641,m,High,Southern,Environmental Engineering,High,Medium,Medium,High,High,High
4645,m,Medium,Central,Chemical Engineering,Medium,Medium,High,High,Medium,High
4646,f,Low,Northeastern,Civil Engineering,High,Medium,High,High,High,High
4648,m,High,Northeastern,Chemical Engineering,High,High,High,Medium,High,Medium
4652,m,Low,Central,Electrical Engineering,Medium,High,High,High,High,High
4653,m,Low,Central,Electrical Engineering,High,High,High,High,High,High
4654,m,Low,Northen,Electrical Engineering,High,High,High,High,High,Medium
4656,m,High,Southern,Civil Engineering,High,High,High,Medium,High,High
